,sigla,prerrequisitos,relacion_prerreq_rest,restricciones,equivalencias
356,QIM110A,QIM109A o QIM110,No tiene,No tiene,(QIM111)
357,QIM109A,(EYP2310 y QIM100A) o (BIO242C(c) y QIM100A),No tiene,No tiene,(QIM110)
358,QIM108A,QIM107 o QIM107A,No tiene,No tiene,(QIM108)
359,QIM107A,QIM106 o QIM106A,No tiene,No tiene,(QIM107)
360,QIM105,QIM104 o QIM104A o QQO2401,No tiene,No tiene,(QQO3501)
361,QIM106A,QIM100 o QIM100A o QIM109 o QIM100P o QIM100E,No tiene,No tiene,(QIM106)
362,QIM104A,QIM103 o QIM103A,No tiene,No tiene,(QIM104)
363,QIM103A,QIM102 o QIM102A o QQO2203,No tiene,No tiene,(QIM103)
364,QIM102A,QIM100 o QIM100A o QIM109 o QIM100P,No tiene,No tiene,(QIM102)
365,QIM1027,QIF108 o QFF4020,y, (Programa = Quimica Y Farmacia),No tiene
366,QIM1022,QIF105A o QIF105,No tiene,No tiene,No tiene
367,QIM1021,QIF101A y QIF104A y QIF116,No tiene,No tiene,No tiene
368,QIM1020,BIO242C o EYP2310 o EYP2216,No tiene,No tiene,No tiene
369,QIM101Q,No tiene,No tiene,No tiene,(QIM101 o QIM120)
370,QIM1018,BIO265C o QIF116 o BIO272A o BIO272C,No tiene,No tiene,No tiene
371,QIM1017,BIO264C o QIF150,No tiene,No tiene,No tiene
372,QIM1010,QIM104 o QIM104A o QQO2401,No tiene,No tiene,No tiene
373,QIM100P,No tiene,No tiene,No tiene,(QIM100)
374,QIM100I,No tiene,No tiene,No tiene,(QIM100 o QIM109)
375,QIM100F,No tiene,No tiene,No tiene,No tiene
376,QIM100E,No tiene,No tiene,(Escuela=Ingenieria) o (Programa=Lic en Ing Cs de Datos),No tiene
377,QIM100A,QIM100I y QIM101Q,No tiene,No tiene,(QIM100 o QIM109)
378,QIM1008,No tiene,No tiene,((Carrera=Quimica y Farmacia) y (Creditos >= 300)),No tiene
379,QIM100,No tiene,No tiene,No tiene,(QDA1106 o QDA1107 o QDA1201 o QIM100A o QIM100P o QUG1001 o QUG1002 o QUG1008 o QUO1002)
380,QIM001A,No tiene,No tiene,No tiene,(QIM001)
381,QIF400,(QIF105 y BIO265C) o (QIF105 y QIF116) o (QIF105A y BIO265C) o (QIF105A y QIF116),No tiene,No tiene,No tiene
382,QIF150,MEB203B y QIM117,No tiene,No tiene,(BIO264C)
383,QIF118A,MEB203B y QIF150A y QIM117,y,(Programa=Quimica y Farmacia),No tiene
384,QIF117,No tiene,No tiene, ((Programa = Quimica Y Farmacia) o (Programa = Edu Media Quimica)),(BIO151C)
385,QIF116,BIO264C o QIF150 o BIO264C o QIF150,No tiene,No tiene,(BIO265C)
386,QIF115A,(QIF100A(c) y QIF117 y QIM100A) o (QIF100B(c) y QIF117 y QIM100A),No tiene,No tiene,(QIF115)
387,QIF114A,(QIF105 y QIF102) o (QIF105 y QIF102A) o (QIF105A y QIF102) o (QIF105A y QIF102A),No tiene,No tiene,(QIF114)
388,QIF112A,(QIF110 y QIF111) o (QIF110 y QIF111A) o (QIF110A y QIF111) o (QIF110A y QIF111A),No tiene,No tiene,(QIF112)
389,QIF113A,(QIF105 y QIF102) o (QIF105 y QIF102A) o (QIF105A y QIF102) o (QIF105A y QIF102A),No tiene,No tiene,(QIF113)
390,QIF111A,(QIF103(c) y BIO265C) o (QIF103(c) y QIF116) o (QIF103A(c) y BIO265C) o (QIF103A(c) y QIF116),No tiene,No tiene,(QIF111)
391,QIF110A,(QIF103(c) y BIO265C) o (QIF103(c) y QIF116) o (QIF103A(c) y BIO265C) o (QIF103A(c) y QIF116),No tiene,No tiene,(QIF110)
392,QIF109A,QIF102 o QIF102A,No tiene,No tiene,(QIF109)
393,QIF108,(QIF102 y QIF116) o (BIO265C y QFF3802) o (QIF102A y QIF116),No tiene,No tiene,(QFF4020)
394,QIF106A,QIF105 o QIF105A,No tiene,No tiene,(QIF106)
395,QIF105A,QIF104A y QIM111,No tiene,No tiene,(QIF105)
396,QIF107,QFF3702 o QIF101 o QIF101A,No tiene,No tiene,(QFF4040)
397,QIF104A,QIM150 o QQF360A,No tiene,No tiene,(QIF104)
398,QIF103A,QIF102 o QIF102A,No tiene,No tiene,(QIF103)
399,QIF102A,(QIF101 y BIO264C) o (QIF101 y QIF150) o (QIF101A y BIO264C) o (QIF101A y QIF150),No tiene,No tiene,(QIF102)
400,QIF101A,(QIM104 o QIM104A o QQO2401) y (QIM150 o QQF360A),No tiene,No tiene,(QIF101)
401,QIF100B,No tiene,No tiene,No tiene,(QIF100A)
402,PSO418,No tiene,No tiene,No tiene,No tiene
403,PSM456,PSI2406,o,(Programa=Mag Psic Clinica),No tiene
404,PSO407,PSI2303 y PSI2403,o,(Programa=Mag Psic Clinica),No tiene
405,PSM448,PSI2407,o,(Nivel=Magister),No tiene
406,PSM4321,No tiene,No tiene, ((Carrera = Magister en Psicolog) o (Carrera = Doctor en Psicologia) o (Carrera = Doctor en Psicoterap)),No tiene
407,PSM4322,No tiene,No tiene, ((Carrera = Magister en Psicolog) o (Carrera = Doctor en Psicologia) o (Carrera = Doctor en Psicoterap)),No tiene
408,PSM4320,No tiene,No tiene, ((Carrera = Magister en Psicolog) o (Carrera = Doctor en Psicologia) o (Carrera = Doctor en Psicoterap)),No tiene
409,PSM407,(PSM406),y, ((Programa = Magister En Psicolog) o (Programa = Mag Psic-Psic Clinic) o (Programa = Mag Psic-Psic Educac) o (Programa = Mag Psic-Psic Soc-Co) o (Programa = Mag Psic-Psic Salud) o (Programa = Mag Psic Clinica) o (Programa = Mag Psic Educacional) o (Programa = Mag Psic Salud)),No tiene
410,PSM406,No tiene,No tiene,(Programa=Mag Psic Clinica) o (Programa=Mag Psic-Psic Soc-Co) o (Programa=Mag Psic Educacional) o (Programa=Magister en Psicolog) o (Programa=Mag Psic Salud),No tiene
411,PSI6026,PSI6013,y, (Programa = Doctor En Psicoterap),No tiene
412,PSI6025,PSI6013,y, (Programa = Doctor En Psicoterap),No tiene
413,PSI6024,PSI6023,y, (Programa = Doctor En Psicoterap),No tiene
414,PSI6023,PSI6013 y PSI6015 y PSI6016,y, (Programa = Doctor En Psicoterap),No tiene
415,PSI6017,PSI6016,y, (Programa = Doctor En Psicoterap),No tiene
416,PSI6016,PSI6015,y, (Programa = Doctor En Psicoterap),No tiene
417,PSI6015,PSI6014,y, (Programa = Doctor En Psicoterap),No tiene
418,PSI6014,PSI6012,y, (Programa = Doctor En Psicoterap),No tiene
419,PSI6013,PSI6002 y PSI6005,y, (Programa = Doctor En Psicoterap),No tiene
420,PSI6012,No tiene,No tiene, (Programa = Doctor En Psicoterap),No tiene
421,PSI6010,PSI6009,y, (Programa = Doctor En Psicoterap),No tiene
422,PSI6009,PSI6008,y, (Programa = Doctor En Psicoterap),No tiene
423,PSI6008,PSI6007,y, (Programa = Doctor En Psicoterap),No tiene
424,PSI6006,No tiene,No tiene, (Programa = Doctor En Psicoterap),No tiene
425,PSI6007,PSI6006,y, (Programa = Doctor En Psicoterap),No tiene
426,PSI4046,No tiene,No tiene, ((Nivel = Doctorado) o (Nivel = Magister)),No tiene
427,PSI4045,No tiene,No tiene, ((Programa = Doct Neurociencias) o (Programa = Doctor En Psicologia) o (Programa = Doctor En Psicoterap)),No tiene
428,PSI4044,No tiene,No tiene,No tiene,No tiene
429,PSI4043,PSI4042,o,(Programa=Doctor en Psicologia),(PSD564)
430,PSI4042,PSI4019,o,(Programa=Doctor en Psicologia),(PSD563)
431,PSI4041,PSI4040,o,(Programa=Doctor en Psicologia),No tiene
432,PSI4038,No tiene,No tiene, (Programa = Doctor En Psicologia),(PSD540)
433,PSI4035,No tiene,No tiene, (Programa = Doctor En Psicologia),(PSD509)
434,PSI4040,PSI4018,y, (Programa = Doctor En Psicologia),No tiene
435,PSI4033,No tiene,No tiene,No tiene,No tiene
436,PSI4031,No tiene,No tiene,No tiene,No tiene
437,PSI4029,PSI4020,No tiene,No tiene,No tiene
438,PSI4023,No tiene,No tiene,No tiene,No tiene
439,PSI4020,No tiene,No tiene,No tiene,No tiene
440,PSI4019,No tiene,No tiene,No tiene,No tiene
441,PSI4018,No tiene,No tiene,No tiene,(PSD563)
442,PSI4017,No tiene,No tiene,No tiene,No tiene
443,PSI4016,No tiene,No tiene,No tiene,No tiene
444,PSI4015,No tiene,No tiene,No tiene,No tiene
445,PSI4014,No tiene,No tiene,No tiene,No tiene
446,PSI4012,No tiene,No tiene,No tiene,No tiene
447,PSI4010,No tiene,No tiene,No tiene,No tiene
448,PSI4008,No tiene,No tiene,No tiene,(PSD506)
449,PSI3815,No tiene,No tiene,No tiene,No tiene
450,PSI3814,No tiene,No tiene,No tiene,No tiene
451,PSI3807,No tiene,No tiene,No tiene,No tiene
452,PSI3806,No tiene,No tiene,No tiene,No tiene
453,PSI3801,No tiene,No tiene,No tiene,No tiene
454,PSI3800,No tiene,No tiene,No tiene,No tiene
455,PSI3706,PSI2408,o,(Nivel=Magister),No tiene
456,PSI3652,PSI2400 y PSI2402 y PSI2405 y PSI2406,o,(Programa=Mag Psic Clinica),No tiene
457,PSI3651,PSI1201 y PSI2303 y PSI2402 y PSI2406,o,(Programa=Mag Psic Clinica),(PSO109)
458,PSI3649,PSI2406,o,(Nivel=Magister),(PSI116)
459,PSI3642,No tiene,No tiene,No tiene,No tiene
460,PSI3641,No tiene,No tiene,No tiene,No tiene
461,PSI3640,No tiene,No tiene,No tiene,No tiene
462,PSI3625,No tiene,No tiene,No tiene,No tiene
463,PSI3623,No tiene,No tiene,No tiene,No tiene
464,PSI3621,No tiene,No tiene,No tiene,No tiene
465,PSI3620,No tiene,No tiene,No tiene,No tiene
466,PSI3601,No tiene,No tiene,No tiene,No tiene
467,PSI3600,No tiene,No tiene,No tiene,No tiene
468,PSI3589,PSI2410 o PSL411,No tiene,No tiene,(PSI3585)
469,PSI3588,PSI2410 o PSL411,No tiene,No tiene,(PSI3581)
470,PSI3587,PSI2410 o PSL411,No tiene,No tiene,(PSI3580)
471,PSI3584,PSI2410 o PSL411,No tiene,No tiene,No tiene
472,PSI3567,PSI2409,o,(Programa=Mag Psic Salud),(PSI3563)
473,PSI3566,PSI2409,o,(Programa=Mag Psic Salud) o (Programa=Mg Enfer Pract Avanza m Oncolo),(PSI3562)
474,PSI3564,PSI2409,o,(Programa=Mag Psic Salud),No tiene
475,PSI3561,PSI2409,o,(Programa=Mag Psic Salud) o (Programa=Mg Enfer Pract Avanza m Oncolo),No tiene
476,PSI3560,PSI2409,o,(Programa=Mag Psic Salud),No tiene
477,PSI3544,PSI2406,o,(Programa=Mag Psic Clinica),(PSI2516)
478,PSI3542,PSI2405 y PSI2406,o,(Programa=Mag Psic Clinica),(PSP101)
479,PSI3541,PSI2406,o,(Programa=Mag Psic Clinica),(PSP102)
480,PSI3540,PSI2406,o,(Programa=Mag Psic Clinica),(PSP103)
481,PSI3525,PSI2408,o,(Programa=Mag Psic Lab-Org),(PSI3522)
482,PSI3524,PSI2408,o,(Programa=Mag Psic Lab-Org),(PSP302)
483,PSI3523,PSI2408,o,(Programa=Mag Psic Lab-Org),(PSP301)
484,PSI3520,PSI2408,o,(Programa=Mag Psic Lab-Org),No tiene
485,PSI3521,PSI2408,o,(Programa=Mag Psic Lab-Org),(PSP302)
486,PSI3506,PSI2407,o,(Programa=Mag Psic Educacional),No tiene
487,PSI3503,PSI2407,o,(Programa=Mag Psic Educacional),(PSM444)
488,PSI3501,PSI2407,o,(Nivel=Magister),No tiene
489,PSI3502,PSI2407,o,(Programa=Mag Psic Educacional),(PSP204A)
490,PSI3500,PSI2407,o,(Programa=Mag Psic Educacional),(PSP201A)
491,PSI3050,PSI2410 o PSI2406 o PSI2407 o PSI2408 o PSI2409,o,(Nivel=Magister),No tiene
492,PSI3049,No tiene,No tiene,No tiene,No tiene
493,PSI3045,PSI2403 y PSI2405 y PSI2406,No tiene,No tiene,No tiene
494,PSI3043,No tiene,No tiene,No tiene,(EAA3006)
495,PSI3039,PSI2401 y PSI2403,No tiene,No tiene,No tiene
496,PSI3038,PSI2410 o PSI2406 o PSI2407 o PSI2408 o PSI2409,o,(Nivel=Magister),No tiene
497,PSI3037,PSM443 o PSD507 o PSD523 o PSM401A,No tiene,No tiene,No tiene
498,PSI3003,(PSD501 y PSD502(c)) o (PSD523 y PSM441),No tiene,No tiene,No tiene
499,PSI2546,PSI3540 y PSI3541 y PSI3542 y PSI3544,No tiene,No tiene,(PSI2526)
500,PSI2537,PSI3500 y PSI3502 y PSI3503 y PSI3506,No tiene,No tiene,(PSI2527)
501,PSI2509,PSI3560 y PSI3561 y PSI3566 y PSI3567,No tiene,No tiene,No tiene
502,PSI2518,PSI3520 y PSI3521 y PSI3523 y PSI3524 y PSI3525,No tiene,No tiene,(PSP305A)
503,PSI2502,No tiene,No tiene, (Escuela = Ciencias de la Salud),No tiene
504,PSI2449,PSI1104 y PSI1201 y PSI1205,No tiene,No tiene,No tiene
505,PSI2500,(EDU0012),No tiene,No tiene,No tiene
506,PSI2448,No tiene,No tiene,No tiene,No tiene
507,PSI2447,PSI2308 o PSL408,No tiene,No tiene,No tiene
508,PSI2441,PSI1104 o PSB407A,No tiene,No tiene,No tiene
509,PSI2436,No tiene,No tiene,No tiene,No tiene
510,PSI2440,No tiene,No tiene,No tiene,No tiene
511,PSI2434,No tiene,No tiene,No tiene,No tiene
512,PSI2431,No tiene,No tiene,(Creditos >= 250),No tiene
513,PSI2424,No tiene,No tiene,((Carrera=Psicologia) y (Creditos >= 200)),No tiene
514,PSI2412,No tiene,No tiene,(Creditos >= 250),No tiene
515,PSI2404,No tiene,No tiene,(Creditos >= 250),No tiene
516,PSI2403,No tiene,No tiene,(Creditos >= 150),(PSL418)
517,PSI2401,No tiene,No tiene,No tiene,(PSL410 o PSL417)
518,PSI2400,PSI2308 o PSL408,No tiene,No tiene,(PSL419)
519,PSI2306,No tiene,No tiene,No tiene,(PSL410 o PSL417)
520,PSI2305,(PSI2300 y PSB410A) o (PSI2300 y PSI2301),No tiene,No tiene,(PSL413)
521,PSI2304,No tiene,No tiene,(Creditos >= 150),(PSL402A o PSL403)
522,PSI2302,BIO262A o PSI1204,No tiene,No tiene,(PSL405)
523,PSI2301,(PSB406A o PSI1203 o SOL126S o SOL126C),No tiene,No tiene,(PSB410A)
524,PSI1205,No tiene,No tiene,No tiene,(PSB405)
525,PSI1201,PSB407A o PSI1104,No tiene,No tiene,(PSB411A)
526,PSI1103,No tiene,No tiene,No tiene,(PSB400B)
527,PSI1101,No tiene,No tiene,No tiene,(PSL403)
528,PSB400B,No tiene,No tiene,No tiene,(PSB109B o PSB400A o PSI1103)
529,PSG002,No tiene,No tiene, (Nivel = Pregrado),No tiene
530,ODO702,No tiene,No tiene, (Nivel = Pregrado),No tiene
531,ODO617A,(ODO505A y ODO507A y ODO512A y ODO513A) o (ODO505A y ODO507A y ODO512A y ODO517A),No tiene,No tiene,No tiene
532,ODO615A,(ODO505A y ODO507A y ODO512A y ODO513A) o (ODO505A y ODO507A y ODO512A y ODO517A),No tiene,No tiene,No tiene
533,ODO616A,(ODO505A y ODO507A y ODO512A y ODO513A) o (ODO505A y ODO507A y ODO512A y ODO517A),No tiene,No tiene,No tiene
534,ODO614A,(ODO505A y ODO507A y ODO512A y ODO513A) o (ODO505A y ODO507A y ODO512A y ODO517A),No tiene,No tiene,No tiene
535,ODO612A,(ODO505A y ODO507A y ODO512A y ODO513A) o (ODO505A y ODO507A y ODO512A y ODO517A),No tiene,No tiene,(ODO609A)
536,ODO613A,(ODO505A y ODO507A y ODO512A y ODO513A) o (ODO505A y ODO507A y ODO512A y ODO517A),No tiene,No tiene,(ODO608A)
537,ODO611A,(ODO505A y ODO507A y ODO512A y ODO513A) o (ODO505A y ODO507A y ODO512A y ODO517A),No tiene,No tiene,(ODO602A)
538,ODO607A,(ODO505A y ODO507A y ODO512A y ODO513A) o (ODO505A y ODO507A y ODO512A y ODO517A),No tiene,No tiene,No tiene
539,ODO606A,(ODO505A y ODO507A y ODO512A y ODO513A) o (ODO505A y ODO507A y ODO512A y ODO517A),No tiene,No tiene,No tiene
540,ODO605A,(ODO505A y ODO507A y ODO512A y ODO513A) o (ODO505A y ODO507A y ODO512A y ODO517A),No tiene,No tiene,No tiene
541,ODO601A,(ODO505A y ODO507A y ODO512A y ODO513A) o (ODO505A y ODO507A y ODO512A y ODO517A),No tiene,No tiene,No tiene
542,ODO515A,(ODO407A) y (ODO409A) y (ODO416A) y (ODO415A),No tiene,No tiene,No tiene
543,ODO514A,(ODO409A) y (ODO416A),No tiene,No tiene,No tiene
544,ODO510A,(ODO409A),No tiene,No tiene,(ODO503A)
545,ODO509A,(ODO416A),No tiene,No tiene,(ODO501A)
546,ODO502A,(ODO407A),No tiene,No tiene,No tiene
547,ODO417A,(ODO307A),No tiene,No tiene,No tiene
548,ODO414A,ODO302A y ODO304A y ODO305A y ODO306A y MED303O,No tiene,No tiene,(ODO410A)
549,ODO413A,ODO304A y MED303O y ODO306A,No tiene,No tiene,(ODO402A)
550,ODO403A,(MED303O y ODO302A y ODO304A y ODO305A y ODO306A) o (ODO302A y ODO303A) o ODO304A,No tiene,No tiene,No tiene
551,ODO405A,(MED303O y ODO302A y ODO304A y ODO305A y ODO306A) o (ODO302A y ODO303A) o ODO304A,No tiene,No tiene,No tiene
552,ODO3708,ODO3703 y ODO3704 y ODO3705,y, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
553,ODO3706,ODO3703 y ODO3704 y ODO3705,y, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
554,ODO3707,ODO3704 y ODO3705,y, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
555,ODO3702,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
556,ODO3701,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
557,ODO3700,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
558,ODO3605,ODO3602 y ODO3603 y ODO3604,y, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
559,ODO3601,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
560,ODO3604,ODO3602 y ODO3603,y, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
561,ODO3509,ODO3504 y ODO3505 y ODO3506 y ODO3507,y, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
562,ODO3508,ODO3504 y ODO3505 y ODO3506 y ODO3507,y, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
563,ODO3600,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
564,ODO3503,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
565,ODO3502,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
566,ODO3407,ODO3402,y, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
567,ODO3501,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
568,ODO3500,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
569,ODO3406,ODO3402,y, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
570,ODO3405,ODO3402 y ODO3403,y, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
571,ODO3401,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
572,ODO3400,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
573,ODO3309,No tiene,No tiene, (Nivel = Postitulo),No tiene
574,ODO3307,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
575,ODO3301,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
576,ODO3304,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
577,ODO3213,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
578,ODO3212,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
579,ODO3209,(ODO3206 y ODO3207),y, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
580,ODO3208,(ODO3206 y ODO3207),y, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
581,ODO3107,(ODO3106),No tiene,No tiene,No tiene
582,ODO3106,(ODO3105),No tiene,No tiene,No tiene
583,ODO3104,(ODO3103),No tiene,No tiene,No tiene
584,ODO3103,(ODO3102),No tiene,No tiene,No tiene
585,ODO3102,(ODO3101),No tiene,No tiene,No tiene
586,ODO3101,(ODO3100),No tiene,No tiene,No tiene
587,ODO3100,No tiene,No tiene, (Programa = Esp Odont Cirug Maxi),No tiene
588,ODO305A,(ODO203A y BIO256O) o (ODO203A y BIO258O),No tiene,No tiene,No tiene
589,ODO3049,ODO3047,y, (Programa = Espec Odont Ortodon),No tiene
590,ODO3045,ODO3043,y, (Programa = Espec Odont Ortodon),No tiene
591,ODO3044,ODO3040 y ODO3021 y ODO3043,y, (Programa = Espec Odont Ortodon),No tiene
592,ODO301A,(ODO203A y BIO256O) o (ODO203A y BIO258O),No tiene,No tiene,No tiene
593,ODO300A,(BIO256O y MED204O) o (BIO258O y MED204O),No tiene,No tiene,(MED303A)
594,ODO3048,ODO3044 y ODO3047,y, (Programa = Espec Odont Ortodon),No tiene
595,ODO201B,ODO102A,No tiene,No tiene,(ODO201A)
596,ODO101B,No tiene,No tiene,No tiene,(ODO101A)
597,MUC961,No tiene,No tiene, (Nivel = Pregrado),No tiene
598,MUC958,No tiene,No tiene, (Nivel = Pregrado),No tiene
599,MUC957,No tiene,No tiene,No tiene,No tiene
600,MUC960,No tiene,No tiene, (Nivel = Pregrado),No tiene
601,MUC943,MUC942,No tiene,No tiene,No tiene
602,MUC941,MUC902A o MUC902B o MUC902C o MUC902D o MUC902E o MUC902F o MUC902G o MUC902H o MUC902I o MUC902J o MUC902K o MUC902M o MUC907K o MUC902L o MUC907M o MUC908P o MUC843 o MUC693C o MUC693D o MUC814 o MUC907L o MUC693E o MUC693F,No tiene,No tiene,No tiene
603,MUC925,MUC924,No tiene,No tiene,No tiene
604,MUC917,No tiene,No tiene,No tiene,No tiene
605,MUC915,MUC914,No tiene,No tiene,No tiene
606,MUC913,(MUC902I o MUC693E o MUC902E o MUC902F o MUC902G o MUC902H o MUC902K o MUC902J o MUC902L o MUC693F o MUC902M o MUC904P o MUC695G o MUC693H o MUC902S o MUC902T o MUC902U o MUC902V o MUC902Z o MUC693B o MUC692E o MUC692F o MUC692G o MUC901P o MUC692H o MUC901S o MUC901T o MUC901U o MUC901V o MUC901E o MUC901F o MUC901G o MUC901H o MUC901I o MUC901J o MUC901K o MUC901L o MUC901L) y (MUC710A o MUC710),No tiene,No tiene,No tiene
607,MUC911Z,(MUC910Z o MUC798) y MUC716 y (MUC726A o MUC726) y (MUC704A o MUC704) y (MUC705A o MUC705) y (MUC706A o MUC706) y MUC708,No tiene,No tiene,(MUC799)
608,MUC911N,(MUC910N o MUC853) y MUC716 y (MUC726A o MUC726) y (MUC704A o MUC704) y (MUC705A o MUC705) y (MUC706A o MUC706) y MUC708,No tiene,No tiene,(MUC854)
609,MUC910E,MUC909E o MUC816 o MUC909F o MUC909G o MUC909H o MUC909I o MUC909J o MUC909K o MUC909L o MUC909M,No tiene,No tiene,(MUC817)
610,MUC909Z,MUC908Z o MUC796,No tiene,No tiene,(MUC797)
611,MUC909R,(MUC908R o MUC761),No tiene,No tiene,No tiene
612,MUC909Q,(MUC908Q o MUC784),No tiene,No tiene,(MUC785)
613,MUC909P,MUC908P o MUC843,No tiene,No tiene,(MUC844)
614,MUC909N,(MUC908N o MUC851),No tiene,No tiene,(MUC852)
615,MUC909A,(MUC908A o MUC805 o MUC908B o MUC908C o MUC908D),No tiene,No tiene,(MUC806)
616,MUC908N,(MUC907N o MUC850),No tiene,No tiene,(MUC851)
617,MUC908V,MUC904V o MUC695H o MUC904S o MUC904T o MUC904U o MUC822 o MUC907S o MUC907T o MUC907U o MUC907V,No tiene,No tiene,(MUC823)
618,MUC908C,(MUC907C o MUC804 o MUC907A o MUC907B o MUC907D),No tiene,No tiene,(MUC805)
619,MUC907Z,MUC906Z o MUC794,No tiene,No tiene,(MUC795)
620,MUC907T,MUC906T o MUC821 o MUC906S o MUC906U o MUC906V,No tiene,No tiene,(MUC822)
621,MUC907Q,(MUC906Q o MUC782),No tiene,No tiene,(MUC783)
622,MUC907P,(MUC906P o MUC841) y (MUC874 o MUC874A) y (MUC875 o MUC875A),No tiene,No tiene,(MUC842)
623,MUC907N,(MUC906N o MUC849),No tiene,No tiene,(MUC850)
624,MUC907I,(MUC906I o MUC813 o MUC906E o MUC906F o MUC906G o MUC906H o MUC906J o MUC906K o MUC906L o MUC906M),No tiene,No tiene,(MUC814)
625,MUC907F,(MUC906F o MUC813 o MUC906E o MUC906G o MUC906H o MUC906I o MUC906J o MUC906K o MUC906L o MUC906M),No tiene,No tiene,(MUC814)
626,MUC907E,(MUC906E o MUC813 o MUC906F o MUC906G o MUC906H o MUC906I o MUC906J o MUC906K o MUC906L o MUC906M),No tiene,No tiene,(MUC814)
627,MUC907D,(MUC906D o MUC803 o MUC906A o MUC906B o MUC906C),No tiene,No tiene,(MUC804)
628,MUC907A,(MUC906A o MUC803 o MUC906B o MUC906C o MUC906D),No tiene,No tiene,(MUC804)
629,MUC906Z,MUC905Z o MUC793,No tiene,No tiene,(MUC794)
630,MUC906T,MUC905T o MUC820 o MUC905S o MUC905U o MUC905V,No tiene,No tiene,(MUC821)
631,MUC906R,(MUC905R o MUC758) y (MUC770 o MUC770A),No tiene,No tiene,(MUC759)
632,MUC906F,(MUC905F o MUC812 o MUC905E o MUC905G o MUC905H o MUC905I o MUC905J o MUC905K o MUC905L o MUC905M),No tiene,No tiene,(MUC813)
633,MUC905Z,(MUC904Z o MUC695B) y (MUC710A o MUC710) y (MUC718A o MUC718 o MUC697),No tiene,No tiene,(MUC793)
634,MUC906D,(MUC905D o MUC802 o MUC905B o MUC905C o MUC905A),No tiene,No tiene,(MUC803)
