sigla,Prerrequisitos,Relación entre prerrequisitos y restricciones,Restricciones,Equivalencias
QIM100I,No tiene,No tiene,No tiene,(QIM100 o QIM109)
QIM100F,No tiene,No tiene,No tiene,No tiene
QIM100E,No tiene,No tiene,(Escuela=Ingenieria) o (Programa=Lic en Ing Cs de Datos),No tiene
QIM100A,QIM100I y QIM101Q,No tiene,No tiene,(QIM100 o QIM109)
QIM1008,No tiene,No tiene,((Carrera=Quimica y Farmacia) y (Creditos >= 300)),No tiene
QIM100,No tiene,No tiene,No tiene,(QDA1106 o QDA1107 o QDA1201 o QIM100A o QIM100P o QUG1001 o QUG1002 o QUG1008 o QUO1002)
QIM001A,No tiene,No tiene,No tiene,(QIM001)
QIF400,(QIF105 y BIO265C) o (QIF105 y QIF116) o (QIF105A y BIO265C) o (QIF105A y QIF116),No tiene,No tiene,No tiene
QIF150,MEB203B y QIM117,No tiene,No tiene,(BIO264C)
QIF118A,MEB203B y QIF150A y QIM117,y,(Programa=Quimica y Farmacia),No tiene
QIF117,No tiene,No tiene, ((Programa = Quimica Y Farmacia) o (Programa = Edu Media Quimica)),(BIO151C)
QIF116,BIO264C o QIF150 o BIO264C o QIF150,No tiene,No tiene,(BIO265C)
QIF115A,(QIF100A(c) y QIF117 y QIM100A) o (QIF100B(c) y QIF117 y QIM100A),No tiene,No tiene,(QIF115)
QIF114A,(QIF105 y QIF102) o (QIF105 y QIF102A) o (QIF105A y QIF102) o (QIF105A y QIF102A),No tiene,No tiene,(QIF114)
QIF112A,(QIF110 y QIF111) o (QIF110 y QIF111A) o (QIF110A y QIF111) o (QIF110A y QIF111A),No tiene,No tiene,(QIF112)
QIF113A,(QIF105 y QIF102) o (QIF105 y QIF102A) o (QIF105A y QIF102) o (QIF105A y QIF102A),No tiene,No tiene,(QIF113)
QIF111A,(QIF103(c) y BIO265C) o (QIF103(c) y QIF116) o (QIF103A(c) y BIO265C) o (QIF103A(c) y QIF116),No tiene,No tiene,(QIF111)
QIF110A,(QIF103(c) y BIO265C) o (QIF103(c) y QIF116) o (QIF103A(c) y BIO265C) o (QIF103A(c) y QIF116),No tiene,No tiene,(QIF110)
QIF109A,QIF102 o QIF102A,No tiene,No tiene,(QIF109)
QIF108,(QIF102 y QIF116) o (BIO265C y QFF3802) o (QIF102A y QIF116),No tiene,No tiene,(QFF4020)
QIF106A,QIF105 o QIF105A,No tiene,No tiene,(QIF106)
QIF105A,QIF104A y QIM111,No tiene,No tiene,(QIF105)
QIF107,QFF3702 o QIF101 o QIF101A,No tiene,No tiene,(QFF4040)
QIF104A,QIM150 o QQF360A,No tiene,No tiene,(QIF104)
QIF103A,QIF102 o QIF102A,No tiene,No tiene,(QIF103)
QIF102A,(QIF101 y BIO264C) o (QIF101 y QIF150) o (QIF101A y BIO264C) o (QIF101A y QIF150),No tiene,No tiene,(QIF102)
QIF101A,(QIM104 o QIM104A o QQO2401) y (QIM150 o QQF360A),No tiene,No tiene,(QIF101)
QIF100B,No tiene,No tiene,No tiene,(QIF100A)
PSO418,No tiene,No tiene,No tiene,No tiene
PSM456,PSI2406,o,(Programa=Mag Psic Clinica),No tiene
PSO407,PSI2303 y PSI2403,o,(Programa=Mag Psic Clinica),No tiene
PSM448,PSI2407,o,(Nivel=Magister),No tiene
PSM4321,No tiene,No tiene, ((Carrera = Magister en Psicolog) o (Carrera = Doctor en Psicologia) o (Carrera = Doctor en Psicoterap)),No tiene
PSM4322,No tiene,No tiene, ((Carrera = Magister en Psicolog) o (Carrera = Doctor en Psicologia) o (Carrera = Doctor en Psicoterap)),No tiene
PSM4320,No tiene,No tiene, ((Carrera = Magister en Psicolog) o (Carrera = Doctor en Psicologia) o (Carrera = Doctor en Psicoterap)),No tiene
PSM407,(PSM406),y, ((Programa = Magister En Psicolog) o (Programa = Mag Psic-Psic Clinic) o (Programa = Mag Psic-Psic Educac) o (Programa = Mag Psic-Psic Soc-Co) o (Programa = Mag Psic-Psic Salud) o (Programa = Mag Psic Clinica) o (Programa = Mag Psic Educacional) o (Programa = Mag Psic Salud)),No tiene
PSM406,No tiene,No tiene,(Programa=Mag Psic Clinica) o (Programa=Mag Psic-Psic Soc-Co) o (Programa=Mag Psic Educacional) o (Programa=Magister en Psicolog) o (Programa=Mag Psic Salud),No tiene
PSI6026,PSI6013,y, (Programa = Doctor En Psicoterap),No tiene
PSI6025,PSI6013,y, (Programa = Doctor En Psicoterap),No tiene
PSI6024,PSI6023,y, (Programa = Doctor En Psicoterap),No tiene
PSI6023,PSI6013 y PSI6015 y PSI6016,y, (Programa = Doctor En Psicoterap),No tiene
PSI6017,PSI6016,y, (Programa = Doctor En Psicoterap),No tiene
PSI6016,PSI6015,y, (Programa = Doctor En Psicoterap),No tiene
PSI6015,PSI6014,y, (Programa = Doctor En Psicoterap),No tiene
PSI6014,PSI6012,y, (Programa = Doctor En Psicoterap),No tiene
PSI6013,PSI6002 y PSI6005,y, (Programa = Doctor En Psicoterap),No tiene
PSI6012,No tiene,No tiene, (Programa = Doctor En Psicoterap),No tiene
PSI6010,PSI6009,y, (Programa = Doctor En Psicoterap),No tiene
PSI6009,PSI6008,y, (Programa = Doctor En Psicoterap),No tiene
PSI6008,PSI6007,y, (Programa = Doctor En Psicoterap),No tiene
PSI6006,No tiene,No tiene, (Programa = Doctor En Psicoterap),No tiene
PSI6007,PSI6006,y, (Programa = Doctor En Psicoterap),No tiene
PSI4046,No tiene,No tiene, ((Nivel = Doctorado) o (Nivel = Magister)),No tiene
PSI4045,No tiene,No tiene, ((Programa = Doct Neurociencias) o (Programa = Doctor En Psicologia) o (Programa = Doctor En Psicoterap)),No tiene
PSI4044,No tiene,No tiene,No tiene,No tiene
PSI4043,PSI4042,o,(Programa=Doctor en Psicologia),(PSD564)
PSI4042,PSI4019,o,(Programa=Doctor en Psicologia),(PSD563)
PSI4041,PSI4040,o,(Programa=Doctor en Psicologia),No tiene
PSI4038,No tiene,No tiene, (Programa = Doctor En Psicologia),(PSD540)
PSI4035,No tiene,No tiene, (Programa = Doctor En Psicologia),(PSD509)
PSI4040,PSI4018,y, (Programa = Doctor En Psicologia),No tiene
PSI4033,No tiene,No tiene,No tiene,No tiene
PSI4031,No tiene,No tiene,No tiene,No tiene
PSI4029,PSI4020,No tiene,No tiene,No tiene
PSI4023,No tiene,No tiene,No tiene,No tiene
PSI4020,No tiene,No tiene,No tiene,No tiene
PSI4019,No tiene,No tiene,No tiene,No tiene
PSI4018,No tiene,No tiene,No tiene,(PSD563)
PSI4017,No tiene,No tiene,No tiene,No tiene
PSI4016,No tiene,No tiene,No tiene,No tiene
PSI4015,No tiene,No tiene,No tiene,No tiene
PSI4014,No tiene,No tiene,No tiene,No tiene
PSI4012,No tiene,No tiene,No tiene,No tiene
PSI4010,No tiene,No tiene,No tiene,No tiene
PSI4008,No tiene,No tiene,No tiene,(PSD506)
PSI3815,No tiene,No tiene,No tiene,No tiene
PSI3814,No tiene,No tiene,No tiene,No tiene
PSI3807,No tiene,No tiene,No tiene,No tiene
PSI3806,No tiene,No tiene,No tiene,No tiene
PSI3801,No tiene,No tiene,No tiene,No tiene
PSI3800,No tiene,No tiene,No tiene,No tiene
PSI3706,PSI2408,o,(Nivel=Magister),No tiene
PSI3652,PSI2400 y PSI2402 y PSI2405 y PSI2406,o,(Programa=Mag Psic Clinica),No tiene
PSI3651,PSI1201 y PSI2303 y PSI2402 y PSI2406,o,(Programa=Mag Psic Clinica),(PSO109)
PSI3649,PSI2406,o,(Nivel=Magister),(PSI116)
PSI3642,No tiene,No tiene,No tiene,No tiene
PSI3641,No tiene,No tiene,No tiene,No tiene
PSI3640,No tiene,No tiene,No tiene,No tiene
PSI3625,No tiene,No tiene,No tiene,No tiene
PSI3623,No tiene,No tiene,No tiene,No tiene
PSI3621,No tiene,No tiene,No tiene,No tiene
PSI3620,No tiene,No tiene,No tiene,No tiene
PSI3601,No tiene,No tiene,No tiene,No tiene
PSI3600,No tiene,No tiene,No tiene,No tiene
PSI3589,PSI2410 o PSL411,No tiene,No tiene,(PSI3585)
PSI3588,PSI2410 o PSL411,No tiene,No tiene,(PSI3581)
PSI3587,PSI2410 o PSL411,No tiene,No tiene,(PSI3580)
PSI3584,PSI2410 o PSL411,No tiene,No tiene,No tiene
PSI3567,PSI2409,o,(Programa=Mag Psic Salud),(PSI3563)
PSI3566,PSI2409,o,(Programa=Mag Psic Salud) o (Programa=Mg Enfer Pract Avanza m Oncolo),(PSI3562)
PSI3564,PSI2409,o,(Programa=Mag Psic Salud),No tiene
PSI3561,PSI2409,o,(Programa=Mag Psic Salud) o (Programa=Mg Enfer Pract Avanza m Oncolo),No tiene
PSI3560,PSI2409,o,(Programa=Mag Psic Salud),No tiene
PSI3544,PSI2406,o,(Programa=Mag Psic Clinica),(PSI2516)
PSI3542,PSI2405 y PSI2406,o,(Programa=Mag Psic Clinica),(PSP101)
PSI3541,PSI2406,o,(Programa=Mag Psic Clinica),(PSP102)
PSI3540,PSI2406,o,(Programa=Mag Psic Clinica),(PSP103)
PSI3525,PSI2408,o,(Programa=Mag Psic Lab-Org),(PSI3522)
PSI3524,PSI2408,o,(Programa=Mag Psic Lab-Org),(PSP302)
PSI3523,PSI2408,o,(Programa=Mag Psic Lab-Org),(PSP301)
PSI3520,PSI2408,o,(Programa=Mag Psic Lab-Org),No tiene
PSI3521,PSI2408,o,(Programa=Mag Psic Lab-Org),(PSP302)
PSI3506,PSI2407,o,(Programa=Mag Psic Educacional),No tiene
PSI3503,PSI2407,o,(Programa=Mag Psic Educacional),(PSM444)
PSI3501,PSI2407,o,(Nivel=Magister),No tiene
PSI3502,PSI2407,o,(Programa=Mag Psic Educacional),(PSP204A)
PSI3500,PSI2407,o,(Programa=Mag Psic Educacional),(PSP201A)
PSI3050,PSI2410 o PSI2406 o PSI2407 o PSI2408 o PSI2409,o,(Nivel=Magister),No tiene
PSI3049,No tiene,No tiene,No tiene,No tiene
PSI3045,PSI2403 y PSI2405 y PSI2406,No tiene,No tiene,No tiene
PSI3043,No tiene,No tiene,No tiene,(EAA3006)
PSI3039,PSI2401 y PSI2403,No tiene,No tiene,No tiene
PSI3038,PSI2410 o PSI2406 o PSI2407 o PSI2408 o PSI2409,o,(Nivel=Magister),No tiene
PSI3037,PSM443 o PSD507 o PSD523 o PSM401A,No tiene,No tiene,No tiene
PSI3003,(PSD501 y PSD502(c)) o (PSD523 y PSM441),No tiene,No tiene,No tiene
PSI2546,PSI3540 y PSI3541 y PSI3542 y PSI3544,No tiene,No tiene,(PSI2526)
PSI2537,PSI3500 y PSI3502 y PSI3503 y PSI3506,No tiene,No tiene,(PSI2527)
PSI2509,PSI3560 y PSI3561 y PSI3566 y PSI3567,No tiene,No tiene,No tiene
PSI2518,PSI3520 y PSI3521 y PSI3523 y PSI3524 y PSI3525,No tiene,No tiene,(PSP305A)
PSI2502,No tiene,No tiene, (Escuela = Ciencias de la Salud),No tiene
PSI2449,PSI1104 y PSI1201 y PSI1205,No tiene,No tiene,No tiene
PSI2500,(EDU0012),No tiene,No tiene,No tiene
PSI2448,No tiene,No tiene,No tiene,No tiene
PSI2447,PSI2308 o PSL408,No tiene,No tiene,No tiene
PSI2441,PSI1104 o PSB407A,No tiene,No tiene,No tiene
PSI2436,No tiene,No tiene,No tiene,No tiene
PSI2440,No tiene,No tiene,No tiene,No tiene
PSI2434,No tiene,No tiene,No tiene,No tiene
PSI2431,No tiene,No tiene,(Creditos >= 250),No tiene
PSI2424,No tiene,No tiene,((Carrera=Psicologia) y (Creditos >= 200)),No tiene
PSI2412,No tiene,No tiene,(Creditos >= 250),No tiene
PSI2404,No tiene,No tiene,(Creditos >= 250),No tiene
PSI2403,No tiene,No tiene,(Creditos >= 150),(PSL418)
PSI2401,No tiene,No tiene,No tiene,(PSL410 o PSL417)
PSI2400,PSI2308 o PSL408,No tiene,No tiene,(PSL419)
PSI2306,No tiene,No tiene,No tiene,(PSL410 o PSL417)
PSI2305,(PSI2300 y PSB410A) o (PSI2300 y PSI2301),No tiene,No tiene,(PSL413)
PSI2304,No tiene,No tiene,(Creditos >= 150),(PSL402A o PSL403)
PSI2302,BIO262A o PSI1204,No tiene,No tiene,(PSL405)
PSI2301,(PSB406A o PSI1203 o SOL126S o SOL126C),No tiene,No tiene,(PSB410A)
PSI1205,No tiene,No tiene,No tiene,(PSB405)
PSI1201,PSB407A o PSI1104,No tiene,No tiene,(PSB411A)
PSI1103,No tiene,No tiene,No tiene,(PSB400B)
PSI1101,No tiene,No tiene,No tiene,(PSL403)
PSB400B,No tiene,No tiene,No tiene,(PSB109B o PSB400A o PSI1103)
PSG002,No tiene,No tiene, (Nivel = Pregrado),No tiene
ODO702,No tiene,No tiene, (Nivel = Pregrado),No tiene
ODO617A,(ODO505A y ODO507A y ODO512A y ODO513A) o (ODO505A y ODO507A y ODO512A y ODO517A),No tiene,No tiene,No tiene
ODO615A,(ODO505A y ODO507A y ODO512A y ODO513A) o (ODO505A y ODO507A y ODO512A y ODO517A),No tiene,No tiene,No tiene
ODO616A,(ODO505A y ODO507A y ODO512A y ODO513A) o (ODO505A y ODO507A y ODO512A y ODO517A),No tiene,No tiene,No tiene
ODO614A,(ODO505A y ODO507A y ODO512A y ODO513A) o (ODO505A y ODO507A y ODO512A y ODO517A),No tiene,No tiene,No tiene
ODO612A,(ODO505A y ODO507A y ODO512A y ODO513A) o (ODO505A y ODO507A y ODO512A y ODO517A),No tiene,No tiene,(ODO609A)
ODO613A,(ODO505A y ODO507A y ODO512A y ODO513A) o (ODO505A y ODO507A y ODO512A y ODO517A),No tiene,No tiene,(ODO608A)
ODO611A,(ODO505A y ODO507A y ODO512A y ODO513A) o (ODO505A y ODO507A y ODO512A y ODO517A),No tiene,No tiene,(ODO602A)
ODO607A,(ODO505A y ODO507A y ODO512A y ODO513A) o (ODO505A y ODO507A y ODO512A y ODO517A),No tiene,No tiene,No tiene
ODO606A,(ODO505A y ODO507A y ODO512A y ODO513A) o (ODO505A y ODO507A y ODO512A y ODO517A),No tiene,No tiene,No tiene
ODO605A,(ODO505A y ODO507A y ODO512A y ODO513A) o (ODO505A y ODO507A y ODO512A y ODO517A),No tiene,No tiene,No tiene
ODO601A,(ODO505A y ODO507A y ODO512A y ODO513A) o (ODO505A y ODO507A y ODO512A y ODO517A),No tiene,No tiene,No tiene
ODO515A,(ODO407A) y (ODO409A) y (ODO416A) y (ODO415A),No tiene,No tiene,No tiene
ODO514A,(ODO409A) y (ODO416A),No tiene,No tiene,No tiene
ODO510A,(ODO409A),No tiene,No tiene,(ODO503A)
ODO509A,(ODO416A),No tiene,No tiene,(ODO501A)
ODO502A,(ODO407A),No tiene,No tiene,No tiene
ODO417A,(ODO307A),No tiene,No tiene,No tiene
ODO414A,ODO302A y ODO304A y ODO305A y ODO306A y MED303O,No tiene,No tiene,(ODO410A)
ODO413A,ODO304A y MED303O y ODO306A,No tiene,No tiene,(ODO402A)
ODO403A,(MED303O y ODO302A y ODO304A y ODO305A y ODO306A) o (ODO302A y ODO303A) o ODO304A,No tiene,No tiene,No tiene
ODO405A,(MED303O y ODO302A y ODO304A y ODO305A y ODO306A) o (ODO302A y ODO303A) o ODO304A,No tiene,No tiene,No tiene
ODO3708,ODO3703 y ODO3704 y ODO3705,y, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3706,ODO3703 y ODO3704 y ODO3705,y, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3707,ODO3704 y ODO3705,y, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3702,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3701,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3700,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3605,ODO3602 y ODO3603 y ODO3604,y, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3601,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3604,ODO3602 y ODO3603,y, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3509,ODO3504 y ODO3505 y ODO3506 y ODO3507,y, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3508,ODO3504 y ODO3505 y ODO3506 y ODO3507,y, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3600,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3503,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3502,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3407,ODO3402,y, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3501,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3500,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3406,ODO3402,y, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3405,ODO3402 y ODO3403,y, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3401,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3400,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3309,No tiene,No tiene, (Nivel = Postitulo),No tiene
ODO3307,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3301,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3304,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3213,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3212,No tiene,No tiene, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3209,(ODO3206 y ODO3207),y, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3208,(ODO3206 y ODO3207),y, (Nivel = Postitulo) y (Escuela = Odontolog�a),No tiene
ODO3107,(ODO3106),No tiene,No tiene,No tiene
ODO3106,(ODO3105),No tiene,No tiene,No tiene
ODO3104,(ODO3103),No tiene,No tiene,No tiene
ODO3103,(ODO3102),No tiene,No tiene,No tiene
ODO3102,(ODO3101),No tiene,No tiene,No tiene
ODO3101,(ODO3100),No tiene,No tiene,No tiene
ODO3100,No tiene,No tiene, (Programa = Esp Odont Cirug Maxi),No tiene
ODO305A,(ODO203A y BIO256O) o (ODO203A y BIO258O),No tiene,No tiene,No tiene
ODO3049,ODO3047,y, (Programa = Espec Odont Ortodon),No tiene
ODO3045,ODO3043,y, (Programa = Espec Odont Ortodon),No tiene
ODO3044,ODO3040 y ODO3021 y ODO3043,y, (Programa = Espec Odont Ortodon),No tiene
ODO301A,(ODO203A y BIO256O) o (ODO203A y BIO258O),No tiene,No tiene,No tiene
ODO300A,(BIO256O y MED204O) o (BIO258O y MED204O),No tiene,No tiene,(MED303A)
ODO3048,ODO3044 y ODO3047,y, (Programa = Espec Odont Ortodon),No tiene
ODO201B,ODO102A,No tiene,No tiene,(ODO201A)
ODO101B,No tiene,No tiene,No tiene,(ODO101A)
MUC961,No tiene,No tiene, (Nivel = Pregrado),No tiene
MUC958,No tiene,No tiene, (Nivel = Pregrado),No tiene
MUC957,No tiene,No tiene,No tiene,No tiene
MUC960,No tiene,No tiene, (Nivel = Pregrado),No tiene
MUC943,MUC942,No tiene,No tiene,No tiene
MUC941,MUC902A o MUC902B o MUC902C o MUC902D o MUC902E o MUC902F o MUC902G o MUC902H o MUC902I o MUC902J o MUC902K o MUC902M o MUC907K o MUC902L o MUC907M o MUC908P o MUC843 o MUC693C o MUC693D o MUC814 o MUC907L o MUC693E o MUC693F,No tiene,No tiene,No tiene
MUC925,MUC924,No tiene,No tiene,No tiene
MUC917,No tiene,No tiene,No tiene,No tiene
MUC915,MUC914,No tiene,No tiene,No tiene
MUC913,(MUC902I o MUC693E o MUC902E o MUC902F o MUC902G o MUC902H o MUC902K o MUC902J o MUC902L o MUC693F o MUC902M o MUC904P o MUC695G o MUC693H o MUC902S o MUC902T o MUC902U o MUC902V o MUC902Z o MUC693B o MUC692E o MUC692F o MUC692G o MUC901P o MUC692H o MUC901S o MUC901T o MUC901U o MUC901V o MUC901E o MUC901F o MUC901G o MUC901H o MUC901I o MUC901J o MUC901K o MUC901L o MUC901L) y (MUC710A o MUC710),No tiene,No tiene,No tiene
MUC911Z,(MUC910Z o MUC798) y MUC716 y (MUC726A o MUC726) y (MUC704A o MUC704) y (MUC705A o MUC705) y (MUC706A o MUC706) y MUC708,No tiene,No tiene,(MUC799)
MUC911N,(MUC910N o MUC853) y MUC716 y (MUC726A o MUC726) y (MUC704A o MUC704) y (MUC705A o MUC705) y (MUC706A o MUC706) y MUC708,No tiene,No tiene,(MUC854)
MUC910E,MUC909E o MUC816 o MUC909F o MUC909G o MUC909H o MUC909I o MUC909J o MUC909K o MUC909L o MUC909M,No tiene,No tiene,(MUC817)
MUC909Z,MUC908Z o MUC796,No tiene,No tiene,(MUC797)
MUC909R,(MUC908R o MUC761),No tiene,No tiene,No tiene
MUC909Q,(MUC908Q o MUC784),No tiene,No tiene,(MUC785)
MUC909P,MUC908P o MUC843,No tiene,No tiene,(MUC844)
MUC909N,(MUC908N o MUC851),No tiene,No tiene,(MUC852)
MUC909A,(MUC908A o MUC805 o MUC908B o MUC908C o MUC908D),No tiene,No tiene,(MUC806)
MUC908N,(MUC907N o MUC850),No tiene,No tiene,(MUC851)
MUC908V,MUC904V o MUC695H o MUC904S o MUC904T o MUC904U o MUC822 o MUC907S o MUC907T o MUC907U o MUC907V,No tiene,No tiene,(MUC823)
MUC908C,(MUC907C o MUC804 o MUC907A o MUC907B o MUC907D),No tiene,No tiene,(MUC805)
MUC907Z,MUC906Z o MUC794,No tiene,No tiene,(MUC795)
MUC907T,MUC906T o MUC821 o MUC906S o MUC906U o MUC906V,No tiene,No tiene,(MUC822)
MUC907Q,(MUC906Q o MUC782),No tiene,No tiene,(MUC783)
MUC907P,(MUC906P o MUC841) y (MUC874 o MUC874A) y (MUC875 o MUC875A),No tiene,No tiene,(MUC842)
MUC907N,(MUC906N o MUC849),No tiene,No tiene,(MUC850)
MUC907I,(MUC906I o MUC813 o MUC906E o MUC906F o MUC906G o MUC906H o MUC906J o MUC906K o MUC906L o MUC906M),No tiene,No tiene,(MUC814)
MUC907F,(MUC906F o MUC813 o MUC906E o MUC906G o MUC906H o MUC906I o MUC906J o MUC906K o MUC906L o MUC906M),No tiene,No tiene,(MUC814)
MUC907E,(MUC906E o MUC813 o MUC906F o MUC906G o MUC906H o MUC906I o MUC906J o MUC906K o MUC906L o MUC906M),No tiene,No tiene,(MUC814)
MUC907D,(MUC906D o MUC803 o MUC906A o MUC906B o MUC906C),No tiene,No tiene,(MUC804)
MUC907A,(MUC906A o MUC803 o MUC906B o MUC906C o MUC906D),No tiene,No tiene,(MUC804)
MUC906Z,MUC905Z o MUC793,No tiene,No tiene,(MUC794)
MUC906T,MUC905T o MUC820 o MUC905S o MUC905U o MUC905V,No tiene,No tiene,(MUC821)
MUC906R,(MUC905R o MUC758) y (MUC770 o MUC770A),No tiene,No tiene,(MUC759)
MUC906F,(MUC905F o MUC812 o MUC905E o MUC905G o MUC905H o MUC905I o MUC905J o MUC905K o MUC905L o MUC905M),No tiene,No tiene,(MUC813)
MUC905Z,(MUC904Z o MUC695B) y (MUC710A o MUC710) y (MUC718A o MUC718 o MUC697),No tiene,No tiene,(MUC793)
MUC906D,(MUC905D o MUC802 o MUC905B o MUC905C o MUC905A),No tiene,No tiene,(MUC803)
MUC905U,(MUC904U o MUC904S o MUC904T o MUC904V o MUC695H) y (MUC710A o MUC710) y (MUC718A o MUC718 o MUC697),No tiene,No tiene,(MUC820)
MUC905T,(MUC904T o MUC904S o MUC904U o MUC904V o MUC695H) y (MUC710A o MUC710) y (MUC718 o MUC718A o MUC697),No tiene,No tiene,(MUC820)
MUC905Q,(MUC904Q o MUC695I) y (MUC710A o MUC710) y (MUC718A o MUC718 o MUC697),No tiene,No tiene,(MUC781)
MUC905P,(MUC904P o MUC695G) y (MUC710A o MUC710) y (MUC718A o MUC718 o MUC697),No tiene,No tiene,(MUC840)
MUC905N,(MUC904N o MUC695A) y (MUC710A o MUC710) y (MUC718A o MUC718 o MUC697),No tiene,No tiene,(MUC848)
MUC905K,(MUC904K o MUC695F o MUC904J o MUC904L o MUC904M) y (MUC710A o MUC710) y (MUC718A o MUC718 o MUC697),No tiene,No tiene,(MUC812)
MUC905J,(MUC904J o MUC695F o MUC904K o MUC904L o MUC904M) y (MUC710A o MUC710) y (MUC718A o MUC718 o MUC697),No tiene,No tiene,(MUC812)
MUC905H,(MUC904H o MUC695E o MUC904F o MUC904E o MUC904G o MUC904I) y (MUC710A o MUC710) y (MUC718A o MUC718 o MUC697),No tiene,No tiene,(MUC812)
MUC905G,(MUC904G o MUC695E o MUC904F o MUC904E o MUC904H o MUC904I) y (MUC710A o MUC710) y (MUC718A o MUC718 o MUC697),No tiene,No tiene,(MUC812)
MUC905D,(MUC904D o MUC695D) y (MUC710A o MUC710) y (MUC718A o MUC718 o MUC697),No tiene,No tiene,(MUC802)
MUC904Z,MUC903Z o MUC694B,No tiene,No tiene,(MUC695B)
MUC905A,(MUC904A o MUC695C o MUC904B) y (MUC710A o MUC710) y (MUC718A o MUC718 o MUC697),No tiene,No tiene,(MUC802)
MUC904R,(MUC903R o MUC756) y (MUC769 o MUC769A),No tiene,No tiene,(MUC757)
MUC904Q,(MUC903Q o MUC694I),No tiene,No tiene,(MUC695I)
MUC903Q,(MUC902Q o MUC693I),No tiene,No tiene,(MUC694I)
MUC903Z,MUC902Z o MUC693B,No tiene,No tiene,(MUC694B)
MUC904P,MUC903P o MUC694G,No tiene,No tiene,(MUC695G)
MUC903N,(MUC902N o MUC693A),No tiene,No tiene,(MUC694A)
MUC903L,(MUC902L o MUC693F o MUC902J o MUC902K o MUC902M),No tiene,No tiene,(MUC694F)
MUC903K,(MUC902K o MUC693F o MUC902J o MUC902L o MUC902M),No tiene,No tiene,(MUC694F)
MUC903J,(MUC902J o MUC693F o MUC902K o MUC902L o MUC902M),No tiene,No tiene,(MUC694F)
MUC903H,(MUC902H o MUC693E o MUC902E o MUC902F o MUC902G o MUC902I),No tiene,No tiene,(MUC694E)
MUC903G,(MUC902G o MUC693E o MUC902E o MUC902F o MUC902H o MUC902I),No tiene,No tiene,(MUC694E)
MUC903E,(MUC902E o MUC693E o MUC902F o MUC902G o MUC902H o MUC902I),No tiene,No tiene,(MUC694E)
MUC903F,(MUC902F o MUC693E o MUC902E o MUC902G o MUC902H o MUC902I),No tiene,No tiene,(MUC694E)
