campus,formato,sigla,nombre_x,creditos,escuela_id
Casa Central,Presencial,MDO4041,Artículo Científico,0,35
Casa Central,Presencial,MDO4042,Pasantía,0,35
Casa Central,Presencial,MDO4050,Tesis Doctoral I,50,35
Casa Central,Presencial,MDO4060,Tesis Doctoral II,50,35
Casa Central,Presencial,MDO4061,Actividad Anual de Seguimiento I,0,35
Casa Central,Presencial,MDO4070,Tesis Doctoral III,50,35
Casa Central,Presencial,MDO4080,Tesis Doctoral IV,50,35
Casa Central,Presencial,MDO4081,Actividad Anual de Seguimiento II,0,35
Casa Central,Remoto con Act.Presencial,MDO4502,Taller de Ética y Buenas Prácticas en Investigación Biomédica,10,35
Casa Central,Presencial,MDO4504,Microscopía Óptica Avanzada,10,35
Casa Central,Presencial,MDO4505,Metodología de la Investigación Clínica,10,35
Casa Central,Presencial,MDO4506,Formulación de Proyectos de Investigación Translacional en Salud,10,35
Casa Central,Presencial,MDO4507,Bioestadística para Ciencias de la Salud,10,35
Casa Central,Presencial,MDO4509,Unidad de Investigación Básica,10,35
San Joaquín,Presencial,MEB158,Fgc Paternidad Responsable,5,35
Casa Central,Híbrido,MEB174,Fgm Solidaridad y Primeros Auxilios,5,35
Casa Central,Presencial,MEB203B,Fisiopatologia,10,35
Casa Central,Presencial,MEB280,Radiologia del Abdomen,5,35
Casa Central,Presencial,MEC284,Electrocardiografia Practica,5,35
Casa Central,Presencial,MED101O,Anatomía Topográfica y Embriología I,10,35
San Joaquín,Híbrido,MED104A,Bioestadística,10,35
Casa Central,Presencial,MED107A,Bases y Fundamentos de la Medicina I,10,35
Casa Central,Presencial,MED109A,Psicología Médica,5,35
San Joaquín,Presencial,MED203O,Histología para Odontología,7,35
Casa Central,Presencial,MED206A,Salud Pública,5,35
Casa Central,Presencial,MED207A,Antropología y Ética,10,35
Casa Central,Híbrido,MED208A,Inmunología y Genética,5,35
Casa Central,Presencial,MED209A,Integrado Ciencias Médicas II,5,35
Casa Central,Presencial,MED212A,Morfología II,15,35
Casa Central,Remoto con Act.Presencial,MED3000,Nefrologia Pediatrica Ia,35,35
Casa Central,Remoto con Act.Presencial,MED3002,Nefrologia Pediatrica Iia,35,35
San Joaquín,Presencial,MED301O,Microbiología para Odontología,7,35
San Joaquín,Presencial,MED304A,Salud Publica,10,35
Casa Central,Presencial,MED306B,Microbiología Médica,5,35
Casa Central,Híbrido,MED307B,Farmacología Médica,5,35
Casa Central,Presencial,MED308A,Clínica I,15,35
Casa Central,Presencial,MED310B,Bases y Mecanismos de la Enfermedad II,15,35
Casa Central,Presencial,MED311A,Integrado Ciencias Médicas IV,5,35
San Joaquín,Presencial,MED403A,Ética Médica,10,35
Casa Central,Presencial,MED404A,Clínicas III,40,35
Casa Central,Presencial,MED405A,Integrado Ciencias Médicas VI,5,35
Casa Central,Presencial,MED504B,Pediatría y Cirugía Infantil,15,35
Casa Central,Presencial,MED505B,Obstetricia y Ginecología,15,35
Casa Central,Presencial,MED508A,Bases de la Práctica Profesional,10,35
Casa Central,Presencial,MED509A,Integrado Ciencias Médicas VIII,5,35
Casa Central,Presencial,MED601B,Internado de Cirugía,25,35
Casa Central,Presencial,MED602B,Internado de Medicina Interna,25,35
Casa Central,Presencial,MED603B,Internado de Obstetricia y Ginecología,25,35
Casa Central,Presencial,MED604B,Internado de Pediatría,25,35
Casa Central,Presencial,MED605A,Internado Medicina Familiar,20,35
Casa Central,Presencial,MED606A,Internado de Urgencias,15,35
Casa Central,Presencial,MED607A,Internado de Otorrinolaringología,5,35
Casa Central,Presencial,MED608A,Internado de Neuropsiquiatría Clínica,20,35
Casa Central,Presencial,MED609A,Internado de Oftalmología,5,35
Casa Central,Presencial,MED610A,Internado Electivo,5,35
Casa Central,Presencial,MED611A,Internado de Dermatología,5,35
Casa Central,Presencial,MED612A,Internado de Profundización,5,35
Casa Central,Presencial,MED807,"Cmd Medicina, Tecnología y Persona Humana",10,35
Casa Central,Presencial,MED812A,Unidad de Investigación Experimental I,5,35
Casa Central,Presencial,MED813A,Unidad de Investigación en Humanos I,5,35
Casa Central,Presencial,MED814A,Unidad de Investigación Aplicada e Innovación I,5,35
Casa Central,Presencial,MED815A,Unidad de Investigación Experimental Intensiva I (Verano),10,35
Casa Central,Presencial,MED816A,Unidad de Investigación en Humanos Intensiva I (Verano),10,35
Casa Central,Presencial,MED816B,Unidad de Investigación en Humanos Intensiva II (Verano),10,35
Casa Central,Presencial,MED817A,Unidad de Investigación Intensiva I (Verano),10,35
Casa Central,Presencial,MED817B,Unidad de Investigación Intensiva II (Verano),10,35
Casa Central,Presencial,MED818A,Unidad de Taller Bibliográfico I,5,35
Casa Central,Presencial,MED818B,Unidad de Taller Bibliográfico II,5,35
Casa Central,Presencial,MED819,Cmd Ética y Buenas Prácticas en Investigación en Seres Humanos,10,35
Casa Central,Híbrido,MED825,Sociedad y Políticas de Salud en Chile,10,35
Casa Central,Híbrido,MED828,Enfermedades Tropicales Desatendidas del Estudio de Campo al Microscopio,10,35
Casa Central,Presencial,MED829,Pandemias:Pasado y Presente,10,35
Casa Central,Híbrido,MED831,Radiología de Emergencias,5,35
Casa Central,Híbrido,MED834,Introducción al Desarrollo de Soluciones en Salud,10,35
Casa Central,Híbrido,MED837,Primeros Auxilios Básicos en Lugares Remotos,10,35
Casa Central,Presencial,MED841,Anatomía General y del Desarrollo,10,35
San Joaquín,Presencial,MED843,¿Podemos Ser Más Felices?: la Ciencia y la Práctiva del Bienestar,5,35
Casa Central,Presencial,MEF101A,Introducción a la Anatomía,5,35
Casa Central,Presencial,MEF201A,Fisiopatología,10,35
Casa Central,Presencial,MEF301A,Alteraciones del Sistema Nervioso en Adultos,10,35
San Joaquín,Presencial,MEF302B,Ética para Fonoaudiología,10,35
Casa Central,Remoto con Act.Presencial,MEH3000,Hemostasia y Trombosis I,46,35
Casa Central,Remoto con Act.Presencial,MEH3002,Hemostasia y Trombosis II,46,35
Casa Central,Remoto con Act.Presencial,MEI1000,Enfermedades Infecciosas del Adulto Ia,35,35
Casa Central,Remoto con Act.Presencial,MEI1020,Enfermedades Infecciosas del Adulto Iia,35,35
Casa Central,Presencial,MEK101B,Morfología General,10,35
San Joaquín,Presencial,MEK102,Fundamentos Psicológicos para Kinesiología,5,35
Casa Central,Presencial,MEK201A,Bioestadística,10,35
Casa Central,Presencial,MEK202A,Fisiopatología General y de Sistemas,10,35
San Joaquín,Presencial,MEK301A,Semiología y Anamnesis para Ciencias de la Salud,5,35
San Joaquín,Presencial,MEK302B,Ética para Kinesiología,10,35
San Joaquín,Presencial,MEK401A,Gestión en Organizaciones de Salud,5,35
Casa Central,Presencial,MEM3001,Educación Médica Basada en Evidencia,10,35
Casa Central,Presencial,MEM3002,Bases del Aprendizaje y Metodologías Docentes para la Educación de las Profesiones de la Salud,10,35
Casa Central,Presencial,MEM3003,Enseñanza Clínica para la Educación de las Profesiones de la Salud,10,35
Casa Central,Presencial,MEM3007,Gestión de Proyectos Educacionales para las Carreras de la Salud,10,35
Casa Central,Presencial,MEM3008,Actividad de Graduación,20,35
Casa Central,Presencial,MEM3013,Investigación en Educación Médica,10,35
Casa Central,Remoto con Act.Presencial,MEM3032,Patología de Paciente Crítico,10,35
Casa Central,Remoto con Act.Presencial,MEN1000,Endocrinologia Ia,35,35
Casa Central,Presencial,MEN101A,Morfología General,10,35
Casa Central,Remoto con Act.Presencial,MEN1020,Endocrinologia Iia,35,35
Casa Central,Presencial,MEN201A,Bioestadística,10,35
Casa Central,Presencial,MEN202A,Fisiopatología General y de Sistemas,10,35
Casa Central,Presencial,MEN204C,Farmacología para Nutrición y Dietética,5,35
San Joaquín,Presencial,MEN302A,Microbiología e Higiene de Alimentos,10,35
San Joaquín,Presencial,MEN402A,Gestión en Organizaciones de Salud,5,35
Casa Central,Remoto con Act.Presencial,MEP3000,Endocrinología Pediátrica Ia,35,35
Casa Central,Remoto con Act.Presencial,MEP3002,Endocrinología Pediátrica Iia,35,35
Casa Central,Remoto con Act.Presencial,MER1000,Enfermedades Respiratorias Ia,35,35
Casa Central,Remoto con Act.Presencial,MER1020,Enfermedades Respiratorias Iia,35,35
Casa Central,Remoto con Act.Presencial,MER3001,Enfermedades Respiratorias Ia,35,35
Casa Central,Remoto con Act.Presencial,MER3002,Enfermedades Respiratorias Iia,35,35
Casa Central,Remoto con Act.Presencial,MER3003,Enfermedades Respiratorias Iiia,35,35
Casa Central,Híbrido,MET101A,Integrado de Ciencias Básicas para Farmacología,5,35
Casa Central,Presencial,MET102A,Fundamentos Psicológicos para Terapia Ocupacional,10,35
Casa Central,Remoto con Act.Presencial,MET3000,Medicina Transfusional I,46,35
Casa Central,Remoto con Act.Presencial,MET3002,Medicina Transfusional II,46,35
Casa Central,Presencial,MET301A,Fisiopatología General y de Sistemas,10,35
Casa Central,Remoto con Act.Presencial,MEU1000,Medicina de Urgencia I a,35,35
Casa Central,Remoto con Act.Presencial,MEU1020,Medicina de Urgencia II a,35,35
Casa Central,Remoto con Act.Presencial,MEU1040,Medicina de Urgencia III a,35,35
Casa Central,Remoto con Act.Presencial,MFA1000,Medicina Familiar Adulto Ia,25,35
Casa Central,Remoto con Act.Presencial,MFA1020,Medicina Familiar Adulto Iia,25,35
Casa Central,Remoto con Act.Presencial,MFA1040,Medicina Familiar Adulto Iiia,25,35
Casa Central,Remoto con Act.Presencial,MFN1000,Medicina Familiar Nino Ia,25,35
Casa Central,Remoto con Act.Presencial,MFN1020,Medicina Familiar Nino Iia,25,35
Casa Central,Remoto con Act.Presencial,MFN1040,Medicina Familiar Nino Iiia,25,35
Casa Central,Remoto con Act.Presencial,MGC1000,Genética Clínica Ia,70,35
Casa Central,Remoto con Act.Presencial,MGC1010,Genética Clínica Iia,70,35
Casa Central,Remoto con Act.Presencial,MGC1020,Genética Clínica Iiia,70,35
Casa Central,Remoto con Act.Presencial,MGO3000,Ginecología Oncológica Ia,35,35
Casa Central,Remoto con Act.Presencial,MGO3002,Ginecología Oncológica Iia,35,35
Casa Central,Remoto con Act.Presencial,MGP3001,Gastroenterología y Nutricion Pediátrica I a,35,35
Casa Central,Remoto con Act.Presencial,MGP3020,Gastroenterología y Nutrición Pediátrica II a,35,35
Casa Central,Remoto con Act.Presencial,MGR1000,Geriatria Ia,35,35
Casa Central,Remoto con Act.Presencial,MGR1010,Geriatria Iia,35,35
Casa Central,Remoto con Act.Presencial,MGT1000,Gastroenterologia Ia,35,35
Casa Central,Remoto con Act.Presencial,MGT1020,Gastroenterologia Iia,35,35
Casa Central,Remoto con Act.Presencial,MHE1000,Hematologia Ia,35,35
Casa Central,Remoto con Act.Presencial,MHE1020,Hematologia Iia,35,35
Casa Central,Remoto con Act.Presencial,MHP3000,Hematologia y Oncologia Pediatrica I a,35,35
Casa Central,Remoto con Act.Presencial,MHP3022,Hematologia y Oncologia Pediatrica Iia,35,35
Casa Central,Remoto con Act.Presencial,MIA1000,Medicina Intensiva Adulto Ia,35,35
Casa Central,Remoto con Act.Presencial,MIA1020,Medicina Intensiva Adulto Iia,35,35
Casa Central,Remoto con Act.Presencial,MIA3000,Medicina Intensiva del Adulto Ib,70,35
Casa Central,Remoto con Act.Presencial,MIA3002,Medicina Intensiva del Adulto Iia,70,35
Casa Central,Remoto con Act.Presencial,MIC1000,Inmunologia Clinica y Reumatologia Ia,35,35
Casa Central,Remoto con Act.Presencial,MIC1020,Inmunologia Clinica y Reumatologia Iia,35,35
Casa Central,Remoto con Act.Presencial,MII1000,Medicina Intensiva Infantil Ia,35,35
Casa Central,Remoto con Act.Presencial,MII1020,Medicina Intensiva Infantil Iia,35,35
Casa Central,Remoto con Act.Presencial,MIP1000,Enfermedades Infecciosas del Nino I a,35,35
Casa Central,Remoto con Act.Presencial,MIP1020,Enfermedades Infecciosas del Nino II a,35,35
Casa Central,Remoto con Act.Presencial,MIR3000,Inmunología y Reumatología Pediátrica Ia,70,35
Casa Central,Remoto con Act.Presencial,MIR3020,Inmunología y Reumatología Pediátrica Iia,70,35
Casa Central,Remoto con Act.Presencial,MLC1000,Laboratorio Clinico Ia,25,35
Casa Central,Remoto con Act.Presencial,MLC1020,Laboratorio Clinico Iia,25,35
Casa Central,Remoto con Act.Presencial,MLC1040,Laboratorio Clinico Iiia,25,35
Casa Central,Remoto con Act.Presencial,MMF3000,Medicina Materno Fetal I a,35,35
Casa Central,Remoto con Act.Presencial,MMF3020,Medicina Materno Fetal II a,35,35
Casa Central,Presencial,MMM1001,Epidemiología I,10,35
Casa Central,Presencial,MMM1002,Bioestadística I,10,35
Casa Central,Presencial,MMM1006,Epidemiología Avanzada,10,35
Casa Central,Presencial,MMM1007,Bioestadístiva Avanzada,10,35
Casa Central,Presencial,MMM1008,Filosofía de las Ciencias,10,35
Casa Central,Presencial,MMM2000,Diseño y Gestión de Proyecto de Investigación,10,35
Casa Central,Presencial,MMM2002,Proyecto de Tesis II,10,35
Casa Central,Presencial,MMM2004,Seminario Doctoral I,10,35
Casa Central,Presencial,MMM2006,Tesis Doctoral I,45,35
Casa Central,Presencial,MMM2010,Plan de Desarrollo Anual I,0,35
Casa Central,Presencial,MMM2011,Plan de Desarrollo Anual II,0,35
Casa Central,Presencial,MMM2012,Plan de Desarrollo Anual III,0,35
Casa Central,Remoto con Act.Presencial,MMN1000,Medicina Nuclear Ia,25,35
Casa Central,Remoto con Act.Presencial,MMN1020,Medicina Nuclear Iia,25,35
Casa Central,Remoto con Act.Presencial,MMN1040,Medicina Nuclear Iiia,25,35
Casa Central,Remoto con Act.Presencial,MNC1000,Neurocirugia Ia,25,35
Casa Central,Remoto con Act.Presencial,MNC1020,Neurocirugia Iia,25,35
Casa Central,Remoto con Act.Presencial,MNC1040,Neurocirugia Iiia,25,35
Casa Central,Remoto con Act.Presencial,MNC3000,Nutrición Clínica Pediátrica Ia,70,35
Casa Central,Remoto con Act.Presencial,MNC3002,Nutrición Clínica Pediátrica Iia,70,35
Casa Central,Remoto con Act.Presencial,MNE1000,Neurologia Ia,25,35
Casa Central,Remoto con Act.Presencial,MNE1020,Neurologia II a,25,35
Casa Central,Remoto con Act.Presencial,MNE1040,Neurologia III a,25,35
Casa Central,Remoto con Act.Presencial,MNF1000,Nefrologia Ia,35,35
Casa Central,Remoto con Act.Presencial,MNF1020,Nefrologia Iia,35,35
Casa Central,Remoto con Act.Presencial,MNN1000,Neonatologia Ia,35,35
Casa Central,Remoto con Act.Presencial,MNN1020,Neonatologia Iia,35,35
Casa Central,Remoto con Act.Presencial,MNP3006,Neurología Pediátrica I a,25,35
Casa Central,Remoto con Act.Presencial,MNP3008,Neurología Pediátrica II a,25,35
Casa Central,Remoto con Act.Presencial,MNP3010,Neurología Pediátrica III a,25,35
Casa Central,Presencial,MNR3005,Neuroanatomía y Desarrollo del Sistema Nervioso,10,35
Casa Central,Presencial,MNR3007,Neurofisiologia,10,35
Casa Central,Presencial,MNR3008,Neurociencia Cognitiva,10,35
Casa Central,Presencial,MNR3009,Introduccion a la Neurociencia,5,35
Casa Central,Presencial,MNR3010,Taller de Técnicas de Laboratorio,10,35
Casa Central,Presencial,MNR3017,Análisis de Series de Tiempo en Neurociencia,10,35
Casa Central,Presencial,MNR3030,Proyecto de Tesis,30,35
Casa Central,Presencial,MNR3040,Examen de Candidatura,20,35
Casa Central,Presencial,MNR3120,Tesis en Neurociencias I,50,35
Casa Central,Presencial,MNR3130,Tesis en Neurociencias II,50,35
Casa Central,Presencial,MNR3150,Tesis en Neurociencias IV,50,35
Casa Central,Presencial,MNR4000,Actividad Anual de Seguimiento I,0,35
Casa Central,Presencial,MNR5000,Actividad Anual de Seguimiento II,0,35
Casa Central,Presencial,MNR6000,Pasantía,0,35
Casa Central,Presencial,MNR7000,Artículo Científico,0,35
Casa Central,Presencial,MNU3000,Fundamentos de la Nutrición Humana,10,35
Casa Central,Presencial,MNU3002,Epidemiología Nutricional,10,35
Casa Central,Presencial,MNU3003,Integración del Metabolismo Energético,5,35
Casa Central,Presencial,MNU3008,Fisiología Nutricional,5,35
Casa Central,Presencial,MNU3020,Nutrición Molecular y Embarazo,5,35
Casa Central,Presencial,MNU3022,Disciplinas Genómicas en Nutrición,10,35
Casa Central,Presencial,MNU3023,Proyecto de Tesis,5,35
Casa Central,Presencial,MNU3024,Tesis I,20,35
Casa Central,Presencial,MNU3025,Tesis II,20,35
Casa Central,Presencial,MNU3026,Nutrición Clínica I,5,35
Casa Central,Presencial,MNU4074,Bases Fisiopatologicas de la Prescripción Dietética,10,35
Casa Central,Remoto con Act.Presencial,MOF1000,Oftalmologia Ia,25,35
Casa Central,Remoto con Act.Presencial,MOF1020,Oftalmologia Iia,25,35
Casa Central,Remoto con Act.Presencial,MOF1040,Oftalmologia Iiia,25,35
Casa Central,Remoto con Act.Presencial,MOM3000,Oncología Médica Adulta Ia,35,35
Casa Central,Remoto con Act.Presencial,MOM3002,Oncología Médica Adulta Iia,35,35
Casa Central,Remoto con Act.Presencial,MOR1000,Otorrinolaringologia Ia,25,35
Casa Central,Remoto con Act.Presencial,MOR1020,Otorrinolaringologia Iia,25,35
Casa Central,Remoto con Act.Presencial,MOR1040,Otorrinolaringologia Iiia,25,35
Casa Central,Remoto con Act.Presencial,MPA3000,Medicina Paliativa Ia,70,35
Casa Central,Remoto con Act.Presencial,MPE3000,Psiquiatría de Enlace y Medicina Psicosomática Ia,70,35
Casa Central,Remoto con Act.Presencial,MPE3002,Psiquiatría de Enlace y Medicina Psicosomática,70,35
Casa Central,Remoto con Act.Presencial,MPE3020,Perfusión Ib,70,35
Casa Central,Presencial,MPH3000,Fundamentos de la Salud Pública,10,35
Casa Central,Presencial,MPH3001,Bases Epidemiológicas de la Salud Pública,10,35
Casa Central,Presencial,MPH3002,Bioestadística en Salud Pública,10,35
Casa Central,Presencial,MPH3003,Ética y Salud Pública,5,35
Casa Central,Presencial,MPH3009,Estrategias de Promoción y Prevención en Salud,5,35
Casa Central,Presencial,MPH3010,Ciencias Sociales y del Comportamiento en Salud,5,35
Casa Central,Presencial,MPH3011,Proyecto de Salud Pública,20,35
Casa Central,Presencial,MPH3012,"Desafíos del Adulto Mayor, Enfoque Interdisciplinario Desde la Gerontología y Epidemiología Social",10,35
Casa Central,Presencial,MPH3013,Ciencias de Implementación y Evaluación de Servicios & Programas de Salud,10,35
Casa Central,Remoto con Act.Presencial,MPN1000,Psiquiatría del Niño y del Adolescente Ia,25,35
Casa Central,Remoto con Act.Presencial,MPN1020,Psiquiatría del Niño y del Adolescente Iia,25,35
Casa Central,Remoto con Act.Presencial,MPN1040,Psiquiatría del Niño y del Adolescente Iiia,25,35
Casa Central,Remoto con Act.Presencial,MPR1000,Cirugia Plastica y Reconstructiva Ia,25,35
Casa Central,Remoto con Act.Presencial,MPR1020,Cirugia Plastica y Reconstructiva Iia,25,35
Casa Central,Remoto con Act.Presencial,MPR1040,Cirugia Plastica y Reconstructiva Iiia,25,35
Casa Central,Remoto con Act.Presencial,MPS1000,Psiquiatria I a,25,35
Casa Central,Remoto con Act.Presencial,MPS1020,Psiquiatria II a,25,35
Casa Central,Remoto con Act.Presencial,MPS1040,Psiquiatria III a,25,35
Casa Central,Remoto,MPT3004,Metodologia de la Investigacion Clinica,5,35
Casa Central,Remoto,MPT3017,Lectura Crítica de Artículos Médicos,5,35
Casa Central,Remoto,MPT3018,Epidemiología Clínica para Residentes,5,35
Casa Central,Remoto,MPT3028,Lectura Crítica y Medicina Basada en Evidencias,10,35
Casa Central,Remoto,MPT3037,Rol Académico: Aprendiendo a Enseñar. Herramientas Innovadoras de Educación en Medicina,5,35
Casa Central,Remoto,MPT3038,Rol Profesional: Ética Clínica para Residentes,5,35
Casa Central,Remoto,MPT3039,Rol Promotor de la Salud: Médicos Como Agentes de Cambio a Nivel Individual y Poblacional,5,35
Casa Central,Remoto,MPT3040,Rol de Comunicador: Enfrentando los Desafíos de la Comunicación en la Práctica Médica,5,35
Casa Central,Remoto,MPT3046,Rol Profesional: los Desafíos del Médico en la Práctica Diaria,5,35
Casa Central,Remoto,MPT3047,Rol Médico Experto: Seguridad del Paciente,5,35
Casa Central,Remoto,MPT3055,Comunicación en Pacientes Con Enfermedades Graves,5,35
Casa Central,Remoto,MPT3056,Problemas Familiares en la Atención en Salud,5,35
Casa Central,Remoto con Act.Presencial,MQP3000,Cirugía Quirúrgica Pediátrica Ia,70,35
Casa Central,Remoto con Act.Presencial,MQP3002,Cirugía Quirúrgica Pediátrica Iia,70,35
Casa Central,Remoto con Act.Presencial,MQP3004,Cirugía Quirúrgica Pediátrica Iiia,70,35
Casa Central,Remoto con Act.Presencial,MRA1000,Radiologia I a,25,35
Casa Central,Remoto con Act.Presencial,MRA1020,Radiologia II a,25,35
Casa Central,Remoto con Act.Presencial,MRA1040,Radiologia III a,25,35
Casa Central,Remoto con Act.Presencial,MRD3010,Neuroradiología Diagnóstica Ia,70,35
Casa Central,Remoto con Act.Presencial,MRD3030,Neuroradiología Diagnóstica Ib,70,35
Casa Central,Remoto con Act.Presencial,MRI3000,Radiología Pediátrica Ia,70,35
Casa Central,Remoto con Act.Presencial,MRI3020,Radiologia Pediatrica Iia,70,35
Casa Central,Remoto con Act.Presencial,MRO1000,Radio-Oncologia Ia,25,35
Casa Central,Remoto con Act.Presencial,MRO1020,Radio-Oncologia Iia,25,35
Casa Central,Remoto con Act.Presencial,MRO1040,Radio-Oncologia Iiia,25,35
Casa Central,Remoto con Act.Presencial,MRP1000,Respiratorio Pediatrico I a,35,35
Casa Central,Remoto con Act.Presencial,MRP1020,Respiratorio Pediatrico II a,35,35
Casa Central,Remoto con Act.Presencial,MSP1000,Salud Publica I a,25,35
Casa Central,Remoto con Act.Presencial,MSP1020,Salud Publica II a,25,35
Casa Central,Remoto con Act.Presencial,MSP1040,Salud Publica III a,25,35
Casa Central,Presencial,MSP3000,Epidemiologia I,10,35
Casa Central,Presencial,MSP3001,Bioestadística I,10,35
Casa Central,Presencial,MSP3006,Epidemiologia de Campo,10,35
Casa Central,Presencial,MSP3008,Planificacion y Uso de Ensayos Clinicos Randomizados,10,35
Casa Central,Presencial,MSP3027,Sociedad y Salud,10,35
Casa Central,Presencial,MSP3029,Evaluaciones Económicas en Salud y Evaluación de Tecnologías Sanitarias,10,35
Casa Central,Presencial,MSP3030,Seminario de Investigación,10,35
Casa Central,Presencial,MSP3031,Computación Estadística,5,35
Casa Central,Presencial,MSP3035,Epidemiología de las Enfermedades Crónicas No Transmisibles,5,35
Casa Central,Presencial,MSP3040,Epidemiología en la Etapa de Adulto Mayor: Escenarios y Desafíos,5,35
Casa Central,Presencial,MSP3044,Tesis I,20,35
Casa Central,Presencial,MSP3045,Tesis II,20,35
Casa Central,Presencial,MSP3047,Revisiones Sistemáticas II,5,35
Casa Central,Remoto con Act.Presencial,MTA1000,Anestesiologia I a,25,35
Casa Central,Remoto con Act.Presencial,MTA1010,Anestesiologia II a,25,35
Casa Central,Remoto con Act.Presencial,MTA1020,Anestesiologia III a,25,35
Casa Central,Remoto con Act.Presencial,MTC1000,Cirugia I a,25,35
Casa Central,Remoto con Act.Presencial,MTC1010,Cirugia II a,25,35
Casa Central,Remoto con Act.Presencial,MTC1020,Cirugia III a,25,35
Casa Central,Remoto con Act.Presencial,MTG1000,Obstetricia y Ginecologia Ia,25,35
Casa Central,Remoto con Act.Presencial,MTG1010,Obstetricia y Ginecologia II a,25,35
Casa Central,Remoto con Act.Presencial,MTG1020,Obstetricia y Ginecologia III a,25,35
Casa Central,Remoto con Act.Presencial,MTI1000,Medicina Interna I a,25,35
Casa Central,Remoto con Act.Presencial,MTI1010,Medicina Interna II a,25,35
Casa Central,Remoto con Act.Presencial,MTI1020,Medicina Interna III a,25,35
Casa Central,Remoto con Act.Presencial,MTO1000,Traumatologia I a,25,35
Casa Central,Remoto con Act.Presencial,MTO1020,Traumatologia II a,25,35
Casa Central,Remoto con Act.Presencial,MTO1040,Traumatologia III a,25,35
Casa Central,Remoto con Act.Presencial,MTP1000,Pediatria I a,25,35
Casa Central,Remoto con Act.Presencial,MTP1010,Pediatria II a,25,35
Casa Central,Remoto con Act.Presencial,MTP1020,Pediatria III a,25,35
Casa Central,Remoto con Act.Presencial,MUR1000,Urologia Ia,35,35
San Joaquín,Presencial,VET0010,Introducción a la Medicina Veterinaria,5,36
San Joaquín,Presencial,VET0120,Anatomía Veterinaria II,10,36
San Joaquín,Presencial,VET0140,Biología y Diversidad Animal,10,36
San Joaquín,Presencial,VET0500,Etología y Bienestar Animal,10,36
San Joaquín,Presencial,VET1100,Fisiología Animal,10,36
San Joaquín,Presencial,VET1140,Enfermedades Parasitarias,10,36
San Joaquín,Presencial,VET1150,Patología General y Sistemática,10,36
San Joaquín,Presencial,VET1400,Ecología Veterinaria,10,36
San Joaquín,Presencial,MUC1000,Apreciación de Música en Vivo,10,37
Oriente,Presencial,MUC3012,Composición e Interpretación Musical I,10,37
Oriente,Presencial,MUC3015,Taller de Música de Cámara,10,37
Oriente,Híbrido,MUC3023,Música y Cultura,10,37
Oriente,Presencial,MUC3024,Taller Música de Cámara III,10,37
Oriente,Híbrido,MUC4001,Música y Discurso,10,37
Oriente,Presencial,MUC695D,Interpretación 4 - Cuerdas Bajas,15,37
Oriente,Presencial,MUC701,Coro,10,37
San Joaquín,Presencial,MUC701,Coro,10,37
Casa Central,Presencial,MUC701,Coro,10,37
Lo Contador,Presencial,MUC701,Coro,10,37
Oriente,Presencial,MUC701A,Práctica Coral para Músicos,5,37
Oriente,Presencial,MUC704A,Historia de la Música: Edad Media y Renacimiento,10,37
Oriente,Presencial,MUC706A,Historia de la Música: del Romanticismo a la Música Docta del Siglo XX,10,37
Oriente,Presencial,MUC709A,Lectura y Auditivo 1,10,37
Oriente,Presencial,MUC711A,Lectura y Auditivo 3,10,37
Oriente,Presencial,MUC713,Lectura y Auditivo Avanzado 1,5,37
Oriente,Presencial,MUC715,Lectura y Auditivo Avanzado 3,5,37
Oriente,Presencial,MUC717A,Teclado Funcional 1,5,37
Oriente,Presencial,MUC719,Armonía 1,5,37
Oriente,Presencial,MUC721A,Armonía 3,10,37
Oriente,Presencial,MUC723,Análisis 1,8,37
Oriente,Presencial,MUC725,Análisis 3,8,37
Oriente,Presencial,MUC727,Contrapunto Vocal 1,10,37
Oriente,Presencial,MUC729,Contrapunto Instrumental 1,10,37
Oriente,Presencial,MUC731,Composición 1,8,37
Oriente,Presencial,MUC733,Composición 3,8,37
Oriente,Presencial,MUC735,Composición 5,10,37
Oriente,Presencial,MUC737,Composición 7,10,37
Oriente,Presencial,MUC739,Organología,5,37
Oriente,Presencial,MUC740,Introducción a la Música Electroacústica,10,37
Oriente,Presencial,MUC741,Orquestación e Instrumentación 1,5,37
Oriente,Presencial,MUC743,Introducción a la Musicología,10,37
Oriente,Presencial,MUC745,Modelos Musicológicos 1,10,37
Oriente,Presencial,MUC748,Metodología Musicológica 1,10,37
Oriente,Presencial,MUC750,Metodología Musicológica 3,10,37
Oriente,Presencial,MUC752,Organología Chilena,5,37
Oriente,Presencial,MUC762,Lectura de Partituras 1,5,37
Oriente,Presencial,MUC764,Lectura de Partituras 3,5,37
Oriente,Presencial,MUC767,Expresión Corporal,5,37
Oriente,Presencial,MUC768A,Educación de la Voz 1,5,37
Oriente,Presencial,MUC770A,Educación de la Voz 3,5,37
Oriente,Presencial,MUC771,Literatura Musical 1,10,37
Oriente,Presencial,MUC773,Literatura Musical 3,10,37
Oriente,Presencial,MUC775,Música de Cámara 1,10,37
Oriente,Presencial,MUC776,Música de Cámara 2,10,37
Oriente,Presencial,MUC777,Música de Cámara 3,10,37
Oriente,Presencial,MUC778,Música de Cámara 4,10,37
Oriente,Presencial,MUC779,Música de Cámara 5,10,37
Oriente,Presencial,MUC780,Música de Cámara 6,10,37
